id,name,location,state,type,tuition,roomAndBoard,acceptanceRate,rating,size,rank,feesByIncome
1372,Maryland University of Integrative Health,"Laurel, MD",MD,Private Research,0,15000,,,small,1301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1373,United States Naval Academy,"Annapolis, MD",MD,Public,0,15000,10.75,4.14375,small,1301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1375,Washington College,"Chestertown, MD",MD,Private,52481,15000,74.71,3.934375,small,1301,"{'0-30000': 20047, '110001+': 5898, '30001-48000': 26719, '48001-75000': 17320, '75001-110000': 12004}"
1378,Hult International Business School,"Cambridge, MA",MA,Private Research,50825,15000,47.74,,small,1301,"{'0-30000': 45320, '110001+': 61000, '30001-48000': 40338, '48001-75000': 48388, '75001-110000': 54000}"
1382,Assabet Valley Regional Technical School,"Marlborough, MA",MA,Public,0,15000,47.37,,small,1301,"{'0-30000': 0, '110001+': 42983, '30001-48000': 35488, '48001-75000': 42668, '75001-110000': 0}"
1396,Boston University,"Boston, MA",MA,Private Research,62360,15000,14.37,4.54375,large,1301,"{'0-30000': 10164, '110001+': 48841, '30001-48000': 9536, '48001-75000': 14838, '75001-110000': 24109}"
1397,Brandeis University,"Waltham, MA",MA,Private Research,62322,15000,39.41,4.603125,small,1301,"{'0-30000': 11116, '110001+': 55660, '30001-48000': 15682, '48001-75000': 24124, '75001-110000': 36784}"
1399,Bristol Community College,"Fall River, MA",MA,Public,5280,15000,,,small,1301,"{'0-30000': 4866, '110001+': 11649, '30001-48000': 5980, '48001-75000': 6569, '75001-110000': 10000}"
1407,Conway School of Landscape Design,"Northampton, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1383,Assumption University,"Worcester, MA",MA,Private Research,47508,15000,82.3,,small,1301,"{'0-30000': 19271, '110001+': 31485, '30001-48000': 19262, '48001-75000': 26337, '75001-110000': 29121}"
1384,Babson College,"Wellesley, MA",MA,Private Research,54944,15000,22.35,4.48125,small,1301,"{'0-30000': 18765, '110001+': 55303, '30001-48000': 15344, '48001-75000': 20854, '75001-110000': 28556}"
1385,Bancroft School of Massage Therapy,"Worcester, MA",MA,Private,0,15000,,,small,1301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1386,Boston Baptist College,"Boston, MA",MA,Private,12600,15000,100.0,,small,1301,"{'0-30000': 12216, '110001+': 0, '30001-48000': 0, '48001-75000': 14216, '75001-110000': 0}"
1388,Bay State College,"Boston, MA",MA,Private,29500,15000,47.71,,small,1301,"{'0-30000': 31767, '110001+': 0, '30001-48000': 0, '48001-75000': 46128, '75001-110000': 0}"
1389,Bentley University,"Waltham, MA",MA,Private Research,56500,15000,57.88,4.20625,small,1301,"{'0-30000': 21131, '110001+': 48742, '30001-48000': 25117, '48001-75000': 28129, '75001-110000': 36002}"
1391,Berkshire Community College,"Pittsfield, MA",MA,Public,5492,15000,,,small,1301,"{'0-30000': 4168, '110001+': 14378, '30001-48000': 4654, '48001-75000': 6317, '75001-110000': 11930}"
1392,Empire Beauty School-Boston,"Boston, MA",MA,Private,0,15000,,,small,1301,"{'0-30000': 18344, '110001+': 22804, '30001-48000': 17793, '48001-75000': 20746, '75001-110000': 21024}"
1393,Boston Architectural College,"Boston, MA",MA,Private Research,22144,15000,,,small,1301,"{'0-30000': 26772, '110001+': 34878, '30001-48000': 0, '48001-75000': 0, '75001-110000': 28211}"
1394,Boston Graduate School of Psychoanalysis Inc,"Brookline, MA",MA,Private Research,0,15000,,,small,1301,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1395,Boston College,"Chestnut Hill, MA",MA,Private Research,64176,15000,16.66,4.6875,medium,1301,"{'0-30000': 10988, '110001+': 55461, '30001-48000': 7260, '48001-75000': 15264, '75001-110000': 24041}"
1400,Signature Healthcare Brockton Hospital School of Nursing,"Brockton, MA",MA,Private,0,15000,9.09,,small,1301,"{'0-30000': 20714, '110001+': 0, '30001-48000': 0, '48001-75000': 24562, '75001-110000': 27084}"
1401,Bunker Hill Community College,"Boston, MA",MA,Public,5280,15000,,,medium,1301,"{'0-30000': 7848, '110001+': 14323, '30001-48000': 8566, '48001-75000': 10264, '75001-110000': 10828}"
1402,Cambridge College,"Boston, MA",MA,Private Research,17190,15000,,,small,1301,"{'0-30000': 22570, '110001+': 0, '30001-48000': 20820, '48001-75000': 18752, '75001-110000': 0}"
1403,Cape Cod Community College,"West Barnstable, MA",MA,Public,5592,15000,,,small,1401,"{'0-30000': 6812, '110001+': 13525, '30001-48000': 7415, '48001-75000': 8868, '75001-110000': 12419}"
1404,Catherine Hinds Institute of Esthetics,"Woburn, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 19720, '110001+': 0, '30001-48000': 18832, '48001-75000': 0, '75001-110000': 0}"
1405,Laboure College of Healthcare,"Milton, MA",MA,Private,32813,15000,38.83,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1408,Curry College,"Milton, MA",MA,Private Research,44920,15000,87.52,,small,1401,"{'0-30000': 23339, '110001+': 33362, '30001-48000': 24719, '48001-75000': 28472, '75001-110000': 31685}"
1409,Lincoln Technical Institute-Somerville,"Somerville, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 31624, '110001+': 0, '30001-48000': 32475, '48001-75000': 34157, '75001-110000': 35290}"
1410,Dean College,"Franklin, MA",MA,Private,43400,15000,75.95,,small,1401,"{'0-30000': 25835, '110001+': 34340, '30001-48000': 28600, '48001-75000': 31977, '75001-110000': 30040}"
1431,Lasell University,"Newton, MA",MA,Private Research,42630,15000,73.21,3.590625,small,1401,"{'0-30000': 21776, '110001+': 32298, '30001-48000': 22079, '48001-75000': 27840, '75001-110000': 28982}"
1432,Lawrence Memorial Hospital School of Nursing,"Medford, MA",MA,Private,27587,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1433,Lesley University,"Cambridge, MA",MA,Private Research,31364,15000,86.23,,small,1401,"{'0-30000': 26082, '110001+': 34667, '30001-48000': 24408, '48001-75000': 31675, '75001-110000': 31915}"
1434,Longy School of Music of Bard College,"Cambridge, MA",MA,Private Research,50675,15000,89.02,,small,1401,"{'0-30000': 13805, '110001+': 0, '30001-48000': 29030, '48001-75000': 42155, '75001-110000': 0}"
1435,Lowell Academy Hairstyling Institute,"Lowell, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 18124, '110001+': 0, '30001-48000': 17549, '48001-75000': 0, '75001-110000': 22521}"
1436,University of Massachusetts-Lowell,"Lowell, MA",MA,Public Research,16182,15000,85.95,3.921875,medium,1401,"{'0-30000': 10882, '110001+': 24700, '30001-48000': 11405, '48001-75000': 15656, '75001-110000': 20372}"
1438,University of Massachusetts-Boston,"Boston, MA",MA,Public Research,15132,15000,80.76,3.74375,medium,1401,"{'0-30000': 13107, '110001+': 24658, '30001-48000': 14259, '48001-75000': 16926, '75001-110000': 22747}"
1439,Massachusetts Bay Community College,"Wellesley Hills, MA",MA,Public,5376,15000,,,small,1401,"{'0-30000': 5268, '110001+': 12501, '30001-48000': 6021, '48001-75000': 8144, '75001-110000': 10989}"
1437,University of Massachusetts-Amherst,"Amherst, MA",MA,Public Research,16952,15000,63.52,4.3,large,1401,"{'0-30000': 10858, '110001+': 29809, '30001-48000': 11824, '48001-75000': 15768, '75001-110000': 22651}"
1411,Diman Regional Technical Institute,"Fall River, MA",MA,Public,0,15000,100.0,,small,1401,"{'0-30000': 20379, '110001+': 0, '30001-48000': 27610, '48001-75000': 21999, '75001-110000': 0}"
1423,Gordon-Conwell Theological Seminary,"South Hamilton, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1427,Hebrew College,"Newton, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1426,Harvard University,"Cambridge, MA",MA,Private Research,57261,15000,3.24,4.853125,medium,1401,"{'0-30000': 5900, '110001+': 52634, '30001-48000': 3002, '48001-75000': 4180, '75001-110000': 17037}"
1430,Holyoke Community College,"Holyoke, MA",MA,Public,5570,15000,,,small,1401,"{'0-30000': 6518, '110001+': 13815, '30001-48000': 7605, '48001-75000': 9218, '75001-110000': 12753}"
1416,Endicott College,"Beverly, MA",MA,Private Research,37776,15000,73.31,3.765625,small,1401,"{'0-30000': 27284, '110001+': 40811, '30001-48000': 25558, '48001-75000': 29361, '75001-110000': 33271}"
1412,National Aviation Academy of New England,"Concord, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 32213, '110001+': 38319, '30001-48000': 35222, '48001-75000': 35254, '75001-110000': 37775}"
1414,Emerson College,"Boston, MA",MA,Private Research,53232,15000,42.75,4.290625,small,1401,"{'0-30000': 36327, '110001+': 55749, '30001-48000': 37072, '48001-75000': 43618, '75001-110000': 47558}"
1417,Rob Roy Academy-Fall River,"Fall River, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 19577, '110001+': 23182, '30001-48000': 22332, '48001-75000': 20499, '75001-110000': 24305}"
1418,Fisher College,"Boston, MA",MA,Private Research,34150,15000,74.23,,small,1401,"{'0-30000': 23556, '110001+': 29751, '30001-48000': 26052, '48001-75000': 26194, '75001-110000': 27465}"
1419,Fitchburg State University,"Fitchburg, MA",MA,Public Research,10921,15000,86.06,3.5125,small,1401,"{'0-30000': 10943, '110001+': 21603, '30001-48000': 13494, '48001-75000': 14979, '75001-110000': 19172}"
1420,Framingham State University,"Framingham, MA",MA,Public Research,11380,15000,87.41,3.453125,small,1401,"{'0-30000': 12242, '110001+': 24724, '30001-48000': 12997, '48001-75000': 17245, '75001-110000': 22934}"
1422,Gordon College,"Wenham, MA",MA,Private Research,27040,15000,91.76,3.796875,small,1401,"{'0-30000': 18328, '110001+': 25022, '30001-48000': 16591, '48001-75000': 15940, '75001-110000': 21374}"
1424,Greenfield Community College,"Greenfield, MA",MA,Public,5642,15000,,,small,1401,"{'0-30000': 8089, '110001+': 14260, '30001-48000': 7041, '48001-75000': 11810, '75001-110000': 13706}"
1425,Hampshire College,"Amherst, MA",MA,Private,54452,15000,68.9,,small,1401,"{'0-30000': 15172, '110001+': 40137, '30001-48000': 12986, '48001-75000': 19033, '75001-110000': 30744}"
1428,Hellenic College-Holy Cross Greek Orthodox School of Theology,"Brookline, MA",MA,Private Research,22490,15000,57.89,,small,1401,"{'0-30000': 29312, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1429,College of the Holy Cross,"Worcester, MA",MA,Private,58360,15000,36.36,4.253125,small,1401,"{'0-30000': 17648, '110001+': 54645, '30001-48000': 10890, '48001-75000': 17534, '75001-110000': 33795}"
1440,MCPHS University,"Boston, MA",MA,Private Research,37230,15000,88.26,3.85,small,1401,"{'0-30000': 33586, '110001+': 40378, '30001-48000': 35000, '48001-75000': 38888, '75001-110000': 38734}"
1441,Massachusetts College of Art and Design,"Boston, MA",MA,Public Research,14570,15000,78.64,,small,1401,"{'0-30000': 12632, '110001+': 27959, '30001-48000': 15706, '48001-75000': 20119, '75001-110000': 25012}"
1443,Massachusetts Maritime Academy,"Buzzards Bay, MA",MA,Public Research,10634,15000,89.4,,small,1401,"{'0-30000': 5013, '110001+': 31605, '30001-48000': 4618, '48001-75000': 5181, '75001-110000': 22261}"
1444,University of Massachusetts Chan Medical School,"Worcester, MA",MA,Public Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1445,William James College,"Newton, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1446,Massachusetts School of Barbering,"Quincy, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 13342, '110001+': 0, '30001-48000': 12891, '48001-75000': 3941, '75001-110000': 0}"
1447,Massasoit Community College,"Brockton, MA",MA,Public,5376,15000,,,small,1401,"{'0-30000': 7195, '110001+': 13939, '30001-48000': 7661, '48001-75000': 8690, '75001-110000': 10772}"
1449,MGH Institute of Health Professions,"Boston, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1451,Montserrat College of Art,"Beverly, MA",MA,Private,37850,15000,,,small,1401,"{'0-30000': 24930, '110001+': 37030, '30001-48000': 27735, '48001-75000': 34737, '75001-110000': 34268}"
1453,Mount Wachusett Community College,"Gardner, MA",MA,Public,5760,15000,,,small,1401,"{'0-30000': 5648, '110001+': 13639, '30001-48000': 6221, '48001-75000': 7765, '75001-110000': 12795}"
1454,Rob Roy Academy-New Bedford,"New Bedford, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 24255, '110001+': 0, '30001-48000': 22941, '48001-75000': 25038, '75001-110000': 0}"
1455,The New England Conservatory of Music,"Boston, MA",MA,Private Research,55910,15000,37.55,,small,1401,"{'0-30000': 3236, '110001+': 31796, '30001-48000': 17541, '48001-75000': 35999, '75001-110000': 45474}"
1456,New England College of Optometry,"Boston, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1457,New England Law-Boston,"Boston, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1458,Nichols College,"Dudley, MA",MA,Private Research,38800,15000,84.86,3.3125,small,1401,"{'0-30000': 18940, '110001+': 36359, '30001-48000': 24159, '48001-75000': 19757, '75001-110000': 31582}"
1460,North Bennet Street School,"Boston, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 34740, '110001+': 0, '30001-48000': 0, '48001-75000': 31840, '75001-110000': 0}"
1461,North Shore Community College,"Danvers, MA",MA,Public,5352,15000,,,small,1401,"{'0-30000': 7095, '110001+': 12977, '30001-48000': 7400, '48001-75000': 9653, '75001-110000': 11772}"
1463,Northern Essex Community College,"Haverhill, MA",MA,Public,5688,15000,,,small,1401,"{'0-30000': 6029, '110001+': 11651, '30001-48000': 6756, '48001-75000': 7919, '75001-110000': 10983}"
1464,College of Our Lady of the Elms,"Chicopee, MA",MA,Private Research,40635,15000,90.91,3.5625,small,1401,"{'0-30000': 18726, '110001+': 26031, '30001-48000': 19086, '48001-75000': 21444, '75001-110000': 23180}"
1465,Pope St John XXIII National Seminary,"Weston, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1466,Quincy College,"Quincy, MA",MA,Public,7344,15000,,,small,1401,"{'0-30000': 12989, '110001+': 18028, '30001-48000': 13172, '48001-75000': 15302, '75001-110000': 17899}"
1467,Quinsigamond Community College,"Worcester, MA",MA,Public,5830,15000,,,medium,1401,"{'0-30000': 6164, '110001+': 13220, '30001-48000': 6771, '48001-75000': 8753, '75001-110000': 12073}"
1469,Roxbury Community College,"Roxbury Crossing, MA",MA,Public,5784,15000,,,small,1401,"{'0-30000': 9378, '110001+': 0, '30001-48000': 9829, '48001-75000': 12794, '75001-110000': 0}"
1459,Massachusetts College of Liberal Arts,"North Adams, MA",MA,Public Research,11590,15000,92.45,,small,1401,"{'0-30000': 12483, '110001+': 20054, '30001-48000': 17616, '48001-75000': 21213, '75001-110000': 18552}"
1462,Northeastern University,"Boston, MA",MA,Private Research,60192,15000,6.8,4.703125,large,1401,"{'0-30000': 2227, '110001+': 46187, '30001-48000': 2715, '48001-75000': 9324, '75001-110000': 19469}"
1450,Middlesex Community College,"Bedford, MA",MA,Public,6048,15000,,,small,1401,"{'0-30000': 1022, '110001+': 9314, '30001-48000': 1901, '48001-75000': 3136, '75001-110000': 7063}"
1468,Regis College,"Weston, MA",MA,Private Research,46150,15000,88.77,,small,1401,"{'0-30000': 23781, '110001+': 32497, '30001-48000': 26397, '48001-75000': 30781, '75001-110000': 31638}"
1452,Mount Holyoke College,"South Hadley, MA",MA,Private Research,58498,15000,39.76,4.475,small,1401,"{'0-30000': 17822, '110001+': 45825, '30001-48000': 21476, '48001-75000': 22975, '75001-110000': 27914}"
1470,Saint John's Seminary,"Brighton, MA",MA,Private Research,0,15000,,,small,1401,"{'0-30000': 0, '110001+': 0, '30001-48000': 0, '48001-75000': 0, '75001-110000': 0}"
1471,Salem State University,"Salem, MA",MA,Public Research,11978,15000,92.66,3.46875,small,1401,"{'0-30000': 12977, '110001+': 24357, '30001-48000': 15185, '48001-75000': 17901, '75001-110000': 20613}"
1472,Simmons University,"Boston, MA",MA,Private Research,44350,15000,76.46,4.053125,small,1401,"{'0-30000': 12883, '110001+': 32807, '30001-48000': 14076, '48001-75000': 16869, '75001-110000': 23274}"
1475,Southeastern Technical Institute,"South Easton, MA",MA,Public,0,15000,30.99,,small,1401,"{'0-30000': 13189, '110001+': 12513, '30001-48000': 47, '48001-75000': 0, '75001-110000': 0}"
1476,Springfield College,"Springfield, MA",MA,Private Research,41694,15000,75.63,3.8,small,1401,"{'0-30000': 19057, '110001+': 31385, '30001-48000': 18834, '48001-75000': 22056, '75001-110000': 27472}"
1477,Springfield Technical Community College,"Springfield, MA",MA,Public,5520,15000,,,small,1401,"{'0-30000': 8281, '110001+': 14689, '30001-48000': 8986, '48001-75000': 10888, '75001-110000': 13783}"
1478,University of Massachusetts-Dartmouth,"North Dartmouth, MA",MA,Public Research,14854,15000,95.52,3.590625,medium,1401,"{'0-30000': 13898, '110001+': 24909, '30001-48000': 15988, '48001-75000': 18840, '75001-110000': 22635}"
1480,Suffolk University,"Boston, MA",MA,Private Research,43332,15000,86.79,3.7625,small,1401,"{'0-30000': 23300, '110001+': 33750, '30001-48000': 23217, '48001-75000': 24273, '75001-110000': 28086}"
1481,Rob Roy Academy-Taunton,"Taunton, MA",MA,Private,0,15000,,,small,1401,"{'0-30000': 25163, '110001+': 26104, '30001-48000': 28197, '48001-75000': 0, '75001-110000': 0}"
