State,zipcode,Mean Income,Estimated Investments,Home_Value
TX,79068,"88,248.09","31,344","192,482"
TX,79070,"82,052.75","50,670","107,907"
TX,79072,"55,190.62","31,937","107,937"
TX,79079,"62,429.17","24,146","57,662"
TX,79080,"76,815.00",26500,"68,697"
TX,79081,"77,017.12","39,973","121,446"
TX,79082,"79,046.16",3077,
TX,79083,"76,640.82","31,184","129,291"
TX,79084,"73,653.54","22,121","162,040"
TX,79086,"82,938.10",11929,"125,044"
TX,79087,"74,020.69",6414,
TX,79088,"56,165.83","34,985","85,386"
TX,79092,"81,315.52",32034,
TX,79095,"68,797.92","33,813","72,196"
TX,79096,"72,216.05","47,136","105,951"
TX,79097,"79,054.72",14075,"146,945"
TX,79098,"65,722.73",10909,"275,775"
TX,79101,"119,917.48","541,243","101,180"
TX,79102,"52,120.00","18,481","142,149"
TX,79103,"43,606.83",3665,"145,912"
TX,79104,"36,039.64",907,"102,902"
TX,79106,"59,278.07","45,415","160,854"
TX,79107,"35,937.21","1,753","103,586"
TX,79108,"56,294.31","16,136","187,566"
TX,79109,"89,788.67","60,883","225,943"
TX,79110,"53,115.47","10,240","163,856"
TX,79111,"48,953.57",179,
TX,79118,"85,250.55","45,113","250,415"
TX,79119,"136,316.48","93,189","366,213"
TX,79121,"116,511.41","163,329","284,241"
TX,79124,"141,333.46","127,781","368,947"
TX,79201,"63,424.58","31,593","90,261"
TX,79225,"58,174.29",17600,
TX,79226,"61,501.74","24,435","100,233"
TX,79227,"66,780.85",21021,"64,156"
TX,79229,"64,146.16",1231,"77,341"
TX,79235,"66,909.85","33,091","68,198"
TX,79237,"43,921.43",1571,
TX,79241,"62,965.88",13153,"91,678"
TX,79244,"63,492.86",8929,
TX,79245,"49,480.43",20783,"65,099"
TX,79248,"63,511.76",13137,"64,600"
TX,79250,"64,800.00",19837,"101,622"
TX,79252,"54,977.97","19,627",
TX,79255,"59,064.71",4471,
TX,79256,"55,266.67",1833,
TX,79257,"98,481.40",42884,
TX,79261,"58,866.67",6333,
TX,79311,"76,269.92","19,925","146,316"
TX,79312,"48,216.67",4333,"75,612"
TX,79313,"63,810.35",4690,"111,231"
TX,79316,"57,634.59","19,589","104,982"
TX,79322,"61,107.35",23500,"60,587"
TX,79323,"76,112.95","13,784","186,666"
TX,79325,"72,456.82","26,909","165,708"
TX,79329,"99,661.33","32,293","220,448"
TX,79331,"73,376.64","26,788","93,697"
TX,79336,"67,628.04","39,393","151,275"
TX,79339,"55,437.97","14,444","95,715"
TX,79342,"72,171.43",2857,
TX,79343,"59,358.62",4931,"86,022"
TX,79345,"63,040.00",4514,"145,977"
TX,79346,"65,193.83",19605,"53,715"
TX,79347,"58,856.63","30,715","117,308"
TX,79350,"59,150.00",1000,"126,214"
TX,79351,"80,924.49",25551,
TX,79355,"78,951.90",19215,"161,869"
TX,79356,"78,568.79","138,659","91,379"
TX,79357,"54,044.30",15013,"74,027"
TX,79358,"102,714.06","32,656","238,256"
TX,79359,"54,486.57",11403,"112,800"
TX,79360,"76,432.78","21,017","234,016"
TX,79363,"92,317.83","25,734","263,561"
TX,79364,"59,656.16","17,447","121,324"
TX,79366,"131,190.20","154,667","357,385"
TX,79367,"68,390.32",2194,"151,537"
TX,79370,"60,470.37",17407,"62,741"
TX,79371,"72,891.23",17789,"116,569"
TX,79372,"74,474.58",5559,"130,480"
TX,79373,"88,069.05","23,270","124,254"
TX,79377,"72,281.82", -   ,
TX,79381,"115,951.56",20219,"248,616"
TX,79382,"108,568.53","51,826","259,737"
TX,79401,"38,837.98","16,038","146,481"
TX,79403,"41,422.82","14,823","91,037"
TX,79404,"38,931.91",3713,"89,898"
TX,79407,"83,899.83","67,807","209,011"
TX,79410,"76,202.29","47,778","185,236"
TX,79411,"35,476.06",6440,"101,197"
TX,79412,"37,645.63","5,544","116,279"
TX,79413,"62,397.48","45,109","187,009"
TX,79414,"44,110.27","10,436","149,817"
TX,79415,"39,704.96","9,836","95,939"
TX,79416,"68,272.57","42,338","197,153"
TX,79423,"97,679.15","71,972","223,776"
TX,79424,"121,191.22","115,896","281,997"
TX,79501,"64,072.97","13,514","118,851"
TX,79502,"79,736.73",27102,"81,703"
TX,79504,"72,045.04","50,748","152,306"
TX,79505,"53,572.73",1091,
TX,79506,"70,176.67",16467,"107,613"
TX,79508,"103,937.50","53,875","224,293"
TX,79510,"67,506.37","36,654","192,128"
TX,79511,"157,043.33",30300,"189,724"
TX,79512,"76,601.77","36,159","84,802"
TX,79520,"67,351.14",15386,"97,147"
TX,79521,"67,508.15","25,896","91,504"
TX,79525,"68,005.84",8727,"241,188"
TX,79526,"117,152.50","52,050","162,814"
TX,79527,"83,531.58",50105,"142,092"
TX,79528,"75,791.31",12870,
TX,79529,"57,487.23",31617,"64,767"
TX,79530,"76,559.26",7111,"169,926"
TX,79532,"63,128.13",4688,"77,400"
TX,79533,"52,905.26",632,
TX,79534,"74,640.00",600,
TX,79536,"64,753.46","22,691","160,342"
TX,79538,"69,609.09",1273,
TX,79541,"94,427.08",33292,"399,031"
TX,79543,"73,804.26",21660,"91,844"
TX,79544,"53,868.75",375,"55,499"
TX,79545,"76,532.43",16135,"130,536"
TX,79546,"87,070.00",27971,"56,030"
TX,79547,"60,611.54",13923,"48,315"
TX,79549,"76,217.73","33,642","124,961"
TX,79553,"62,552.80","37,312","89,406"
TX,79556,"67,408.58","33,828","101,092"
TX,79561,"56,564.00",1520,"126,369"
TX,79562,"117,649.22","56,484","363,636"
TX,79563,"46,184.62",7192,"104,425"
TX,79565,"72,762.50",250,"102,323"
TX,79566,"77,176.93",1692,
TX,79567,"60,985.71","17,579","88,701"
TX,79601,"61,450.25","48,455","185,357"
TX,79602,"94,976.10","65,017","241,108"
TX,79603,"41,688.54","7,491","126,067"
TX,79605,"62,695.46","67,567","155,108"
TX,79606,"92,776.06","86,891","270,647"
TX,79607,"42,036.28",4442,
TX,79701,"127,560.43","130,967","205,354"
TX,79703,"67,376.99","25,345","229,745"
TX,79705,"172,440.00","162,974","343,995"
TX,79706,"96,445.97","24,306","366,509"
TX,79707,"190,877.78","198,448","411,018"
TX,79713,"300,600.00","98,870",
TX,79714,"89,911.88","24,857","235,737"
TX,79718,"94,944.83",5517,
TX,79720,"88,158.12","27,440","134,565"
TX,79731,"74,162.22","13,533","188,073"
TX,79734,"95,040.48","119,381","222,370"
TX,79735,"65,165.00","13,052","163,165"
TX,79738,"91,807.15",1286,
TX,79739,"218,317.65","119,020","251,017"
TX,79741,"64,222.22", -   ,
TX,79745,"69,534.33","16,037","121,185"
TX,79749,"193,641.67",4333,
TX,79752,"83,688.37",10860,
TX,79756,"77,293.61","29,274","174,392"
TX,79758,"100,665.67",13269,"377,617"
TX,79761,"61,933.09","21,481","194,570"
TX,79762,"79,353.40","35,640","242,452"
TX,79763,"54,411.08","4,167","197,329"
TX,79764,"58,109.99","7,099","219,679"
TX,79765,"118,212.91","82,901","318,544"
TX,79766,"62,405.37",2239,"296,697"
TX,79772,"76,478.64","22,204","145,458"
TX,79782,"184,603.50","67,900","208,193"
TX,79821,"44,235.92",3404,"211,218"
TX,79830,"70,314.81","46,333","242,308"
TX,79835,"42,065.65",3428,"209,621"
TX,79836,"46,170.27",4348,"204,313"
TX,79839,"41,619.72",535,
TX,79843,"85,474.11","89,750","301,779"
TX,79849,"33,555.74",256,"167,787"
TX,79852,"53,061.36",21227,
TX,79901,"48,344.02","28,641","125,952"
TX,79902,"75,893.88","113,733","270,868"
TX,79903,"41,687.88","8,932","173,492"
TX,79904,"44,175.12","13,178","178,396"
TX,79905,"33,830.27","22,022","150,817"
TX,79906,"52,939.04",5027,
TX,79907,"35,844.98","2,943","168,481"
TX,79908,"60,213.08",1271,
TX,79911,"104,456.91","29,916","375,942"
TX,79912,"96,281.20","110,881","299,746"
TX,79915,"35,481.85","2,567","160,678"
TX,79922,"216,526.12","336,749","391,182"
TX,79924,"42,100.67","4,964","185,550"
TX,79925,"57,112.02","23,370","226,162"
TX,79927,"39,909.13","1,502","195,155"
TX,79928,"55,565.13","5,809","251,444"
TX,79930,"39,532.02","6,206","175,068"
TX,79932,"82,749.25","45,852","305,578"
TX,79934,"59,423.25","7,456","239,099"
TX,79935,"54,200.63","22,797","231,887"
TX,79936,"54,727.51","11,958","213,154"
TX,79938,"59,874.80","6,363","243,892"
TX,99999,"130,728.71","159,777",
UT,00000,"95,194.44","68,312",
UT,84001,"97,550.00",13750,
UT,84003,"128,669.04","115,548","590,050"
UT,84004,"271,713.99","404,676","1,086,177"
UT,84005,"86,042.16","7,972","514,176"
UT,84006,"69,818.92",6054,"410,792"
UT,84007,"74,378.57",7214,
UT,84010,"112,204.29","99,165","559,761"
UT,84013,"87,310.00",12080,"521,768"
UT,84014,"103,557.68","62,023","573,434"
UT,84015,"67,438.70","8,331","453,310"
UT,84017,"107,295.15","59,825","672,412"
UT,84020,"157,884.48","127,767","783,326"
UT,84021,"68,546.04",10878,"310,121"
UT,84022,"75,960.00",2300,
UT,84023,"74,750.00",2000,"389,377"
UT,84025,"131,859.32","96,274","666,759"
UT,84026,"47,140.30",12627,
UT,84027,"66,647.62",4952,
UT,84028,"109,950.00",22667,"585,959"
UT,84029,"80,501.39","11,567","516,729"
UT,84032,"123,989.86","113,483","820,634"
UT,84035,"65,548.57",5143,
UT,84036,"189,941.71","279,741","958,618"
UT,84037,"139,308.93","96,382","669,601"
UT,84039,"66,340.48",5810,
UT,84040,"107,462.97","54,595","580,101"
UT,84041,"77,094.90","17,243","474,716"
UT,84042,"123,231.63","81,780","700,578"
UT,84043,"110,097.31","43,864","566,131"
UT,84044,"55,762.36","3,905","433,036"
UT,84045,"100,997.09","18,222","566,596"
UT,84046,"64,443.75",11563,"317,976"
UT,84047,"64,345.29","21,456","472,143"
UT,84049,"193,913.84","265,730","920,538"
UT,84050,"147,028.63","70,650","698,587"
UT,84051,"88,011.11",10667,
UT,84052,"60,166.67",3725,
UT,84053,"77,889.29",28500,
UT,84054,"110,031.52","70,228","550,239"
UT,84055,"127,060.67","157,169","709,616"
UT,84056,"57,695.35",3767,
UT,84057,"62,523.45","19,908","466,417"
UT,84058,"62,359.87","28,927","482,130"
UT,84060,"438,173.08","1,297,868","2,125,996"
UT,84061,"133,560.00",47700,"1,005,235"
UT,84062,"102,664.75","52,003","566,641"
UT,84063,"52,300.00", -   ,
UT,84065,"106,979.95","36,223","634,504"
UT,84066,"79,469.46","30,399","342,063"
UT,84067,"63,217.13","10,499","424,891"
UT,84069,"68,812.50",1000,
UT,84070,"89,982.18","34,253","517,959"
UT,84071,"84,448.24",6188,"575,532"
UT,84072,"58,312.50",2083,
UT,84074,"75,503.37","12,242","456,558"
UT,84075,"94,287.35","17,766","571,338"
UT,84076,"64,200.00",1667,
UT,84078,"72,123.16","29,766","328,045"
UT,84080,"59,953.85",308,
UT,84081,"76,694.02","8,398","566,350"
UT,84082,"113,702.56",37949,"818,675"
UT,84083,"46,074.14",138,
UT,84084,"66,134.32","14,026","500,453"
UT,84085,"44,227.27",909,
UT,84086,"77,456.25",1000,
UT,84087,"88,474.04","29,786","536,884"
UT,84088,"72,290.66","19,197","559,467"
UT,84092,"175,371.50","222,995","821,137"
UT,84093,"157,216.84","159,489","763,154"
UT,84094,"80,980.49","25,642","557,136"
UT,84095,"125,847.49","76,180","759,044"
UT,84096,"95,276.59","17,669","599,813"
UT,84097,"105,472.11","129,170","568,085"
UT,84098,"353,072.19","771,640","1,405,269"
UT,84101,"142,567.37","116,415","487,682"
UT,84102,"74,316.40","58,579","525,389"
UT,84103,"161,630.39","281,343","739,685"
UT,84104,"58,279.96","15,757","398,942"
UT,84105,"115,075.49","90,896","685,742"
UT,84106,"94,831.88","74,711","573,310"
UT,84107,"67,660.21","43,266","488,421"
UT,84108,"200,126.47","330,649","890,619"
UT,84109,"155,352.11","170,132","764,224"
UT,84111,"92,170.51","112,753","450,082"
UT,84112,"14,561.11",1333,
UT,84115,"57,308.83","13,815","439,370"
UT,84116,"50,843.63","5,570","443,777"
UT,84117,"170,816.29","332,868","668,589"
UT,84118,"53,502.76","3,098","441,199"
UT,84119,"49,940.05","5,831","428,536"
UT,84120,"53,763.62","6,541","455,827"
UT,84121,"148,614.14","191,837","713,381"
UT,84123,"64,810.09","19,444","521,251"
UT,84124,"152,461.93","193,826","790,181"
UT,84128,"60,791.15","5,621","477,686"
UT,84302,"71,492.55","24,349","416,800"
UT,84306,"69,124.14",5586,"595,880"
UT,84307,"70,552.05",15205,"434,384"
UT,84308,"66,930.77",1538,
UT,84309,"81,884.38",3313,"555,216"
UT,84310,"168,068.24","193,837","799,380"
UT,84311,"76,628.57",9571,"465,147"
UT,84312,"71,739.89","11,650","410,967"
UT,84314,"80,101.79",12357,"491,374"
UT,84315,"102,043.90","19,038","618,718"
UT,84317,"180,549.60","167,344","636,144"
UT,84318,"103,125.93","50,905","550,068"
UT,84319,"70,120.65","19,691","426,486"
UT,84320,"77,205.10","50,429","446,276"
UT,84321,"70,534.99","41,575","409,638"
UT,84324,"122,070.18","42,947","638,707"
UT,84325,"115,857.94","67,178","608,763"
UT,84328,"109,056.98","79,116","622,747"
UT,84331,"58,666.67",1333,
UT,84332,"113,722.19","101,486","484,442"
UT,84333,"76,061.54","20,169","464,498"
UT,84335,"81,973.54","26,401","463,467"
UT,84337,"73,064.95","16,030","420,280"
UT,84338,"60,737.50",1750,"434,348"
UT,84339,"113,128.85","43,292","535,168"
UT,84340,"86,082.14","23,918","569,393"
UT,84341,"78,333.46","58,967","443,942"
UT,84401,"69,777.69","15,265","435,025"
UT,84403,"86,244.60","94,253","437,721"
UT,84404,"67,901.38","12,806","421,763"
UT,84405,"78,865.64","33,907","447,329"
UT,84414,"96,645.48","62,716","523,902"
UT,84501,"64,781.64","19,968","288,743"
UT,84511,"62,928.57","11,977","302,139"
UT,84520,"48,537.84",1189,
UT,84521,"58,020.00",3040,"296,278"
UT,84525,"53,443.75",2250,"217,183"
UT,84526,"59,886.29","20,869","262,505"
UT,84532,"73,557.43","91,076","586,122"
UT,84535,"63,526.21",16835,"315,900"
UT,84542,"55,457.90",5000,
UT,84601,"57,518.86","7,815","444,009"
UT,84604,"118,029.71","195,745","581,180"
UT,84606,"47,185.26","10,664","422,288"
UT,84621,"83,953.85",2615,
UT,84623,"64,738.46",1077,
UT,84624,"72,303.15","14,784","328,597"
UT,84627,"62,722.44","22,029",
UT,84629,"72,173.68","19,398","384,435"
UT,84630,"59,240.00","139,467",
UT,84631,"62,802.88",13727,"334,949"
UT,84635,"55,591.89",1081,"275,015"
UT,84642,"63,543.67",10443,
UT,84645,"85,460.77",14554,"561,276"
UT,84647,"66,467.80",8497,"360,510"
UT,84648,"74,906.77","19,213","420,692"
UT,84651,"78,634.59","23,787","496,417"
UT,84653,"116,043.27","50,373","649,982"
UT,84654,"64,279.31","24,862","283,619"
UT,84655,"75,014.97","9,464","488,934"
UT,84660,"87,168.97","31,871","505,309"
UT,84663,"82,761.01","42,232","499,357"
UT,84664,"163,033.51","139,479","742,714"
UT,84667,"66,983.34",222,
UT,84701,"69,037.33","28,997","315,130"
UT,84713,"63,279.06","16,461","327,140"
UT,84714,"48,223.08",2538,
UT,84720,"71,456.72","52,350","410,356"
UT,84721,"63,430.58","22,334","395,934"
UT,84722,"63,829.41",7471,"375,384"
UT,84724,"52,830.91",6109,"159,414"
UT,84737,"75,558.80","36,978","508,876"
UT,84738,"104,834.88","152,375","567,398"
UT,84739,"51,088.24",824,"299,032"
UT,84741,"73,817.06","45,706","381,632"
UT,84742,"76,987.50",11167,
UT,84744,"56,138.46",5846,
UT,84745,"60,209.84",9834,"427,614"
UT,84747,"63,797.83",9348,"344,187"
UT,84751,"59,001.37",1945,"222,412"
UT,84754,"71,957.71","19,543","364,776"
UT,84757,"87,836.90","51,905","769,240"
UT,84762,"83,158.83",27765,"477,964"
UT,84765,"110,377.45","64,398","553,706"
UT,84770,"82,093.28","77,191","464,695"
UT,84773,"89,064.29",34286,
UT,84774,"81,469.77",19512,"586,907"
UT,84775,"67,072.73",69455,
UT,84779,"81,283.33","67,667","561,864"
UT,84780,"95,669.11","78,684","553,191"
UT,84781,"100,907.69",73538,"472,161"
UT,84782,"70,747.37",11842,"534,397"
UT,84783,"109,956.52","94,391","751,460"
UT,84790,"99,924.27","93,698","539,384"
UT,99999,"83,580.35","47,659",
VA,00000,"101,077.03","95,605",
VA,20105,"196,373.58","94,613","1,059,592"
VA,20106,"101,131.08","57,785","562,687"
VA,20109,"57,176.78","9,441","445,157"
VA,20110,"72,321.33","24,225","503,864"
VA,20111,"71,544.12","21,180","512,193"
VA,20112,"128,308.93","57,983","725,449"
VA,20115,"129,159.93","211,316","667,801"
VA,20117,"238,553.40","675,515","1,127,819"
VA,20119,"98,760.87","47,246","617,174"
VA,20120,"122,856.83","74,234","691,347"
VA,20121,"87,369.86","31,889","566,148"
VA,20124,"225,068.93","272,663","1,004,579"
VA,20129,"262,900.00","401,455","1,191,205"
VA,20130,"154,084.62",129385,"631,945"
VA,20132,"174,987.15","134,756","863,241"
VA,20135,"136,689.29","123,214","606,207"
VA,20136,"119,633.01","38,036","729,348"
VA,20137,"165,260.40","329,406","760,907"
VA,20141,"163,309.63","123,305","836,206"
VA,20143,"162,611.48","153,967","1,030,376"
VA,20144,"260,231.37","649,059","922,663"
VA,20147,"144,437.85","112,353","753,517"
VA,20148,"190,418.42","78,818","891,964"
VA,20151,"119,658.82","90,521","775,976"
VA,20152,"154,565.97","65,330","841,837"
VA,20155,"132,158.39","97,918","740,945"
VA,20158,"209,394.69","232,667","910,562"
VA,20164,"68,722.49","22,220","589,406"
VA,20165,"142,269.01","100,686","736,612"
VA,20166,"98,262.66","18,988","619,021"
VA,20169,"166,019.65","106,071","817,637"
VA,20170,"105,249.84","69,596","699,451"
VA,20171,"163,572.07","122,678","817,231"
VA,20175,"173,081.65","129,980","814,477"
VA,20176,"150,617.62","143,190","817,414"
VA,20180,"141,189.43","95,258","752,423"
VA,20181,"140,494.09","101,511","771,669"
VA,20184,"257,336.00","596,320","1,205,808"
VA,20186,"119,159.07","144,213","572,678"
VA,20187,"137,610.74","91,798","697,743"
VA,20190,"140,891.23","158,071","549,437"
VA,20191,"137,842.40","125,168","633,817"
VA,20194,"189,972.26","240,520","775,696"
VA,20197,"233,180.33","342,115","1,251,286"
VA,20198,"293,481.82","820,646","897,739"
VA,22003,"103,024.68","95,601","761,728"
VA,22015,"124,872.85","86,561","727,917"
VA,22025,"104,905.61","50,272","574,854"
VA,22026,"86,489.55","11,769","579,290"
VA,22027,"239,382.08","274,189","1,320,904"
VA,22030,"132,078.06","103,315","808,508"
VA,22031,"124,778.36","109,807","760,543"
VA,22032,"137,895.34","121,647","842,496"
VA,22033,"130,600.40","93,080","708,995"
VA,22039,"248,509.51","321,384","1,159,634"
VA,22041,"83,090.81","76,407","445,639"
VA,22042,"102,487.57","96,705","745,040"
VA,22043,"155,450.63","143,576","912,015"
VA,22044,"106,698.83","137,168","575,195"
VA,22046,"205,477.88","310,737","1,046,654"
VA,22060,"92,098.40","70,403","797,958"
VA,22066,"532,443.42","986,852","1,633,353"
VA,22079,"110,228.66","58,387","674,262"
VA,22101,"499,044.66","1,258,388","1,606,341"
VA,22102,"421,935.37","692,561","816,149"
VA,22124,"273,167.38","498,433","1,058,991"
VA,22134,"59,453.71",6537,"328,774"
VA,22150,"81,053.89","86,677","671,400"
VA,22151,"95,115.14","61,664","715,040"
VA,22152,"120,023.75","84,751","699,662"
VA,22153,"126,702.81","87,061","753,051"
VA,22172,"71,570.04","8,283","529,571"
VA,22180,"210,809.69","239,343","1,031,859"
VA,22181,"274,089.37","323,301","1,097,428"
VA,22182,"338,916.93","706,445","1,224,191"
VA,22191,"67,817.08","12,803","481,956"
VA,22192,"94,817.37","46,624","520,508"
VA,22193,"73,901.07","14,030","499,386"
VA,22201,"161,795.23","156,468","701,983"
VA,22202,"130,435.90","112,699","796,396"
VA,22203,"122,091.07","113,443","656,430"
VA,22204,"88,540.37","47,850","626,200"
VA,22205,"229,274.40","241,312","1,156,060"
VA,22206,"110,206.59","63,012","560,896"
VA,22207,"338,105.26","478,719","1,360,497"
VA,22209,"157,849.06","269,349","706,791"
VA,22211,"68,652.63",37579,
VA,22213,"280,562.65","313,157","1,099,357"
VA,22301,"223,320.80","208,829","1,022,627"
VA,22302,"162,175.30","143,382","456,397"
VA,22303,"89,832.37","56,237","548,175"
VA,22304,"99,407.46","80,502","443,696"
VA,22305,"106,568.87","68,187","799,612"
VA,22306,"83,510.46","44,959","634,234"
VA,22307,"205,757.38","248,206","730,456"
VA,22308,"258,089.97","310,365","958,079"
VA,22309,"104,061.38","64,281","585,530"
VA,22310,"119,817.13","71,479","673,068"
VA,22311,"75,599.40","87,563","705,416"
VA,22312,"85,742.93","59,741","634,972"
VA,22314,"198,400.90","358,947","848,303"
VA,22315,"126,586.57","65,909","676,354"
VA,22401,"92,590.64","85,642","457,709"
VA,22405,"93,455.36","43,487","458,131"
